country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
Costa Rica,CRI,1/19/2021,0,0,0,0,1955,0,0,0,384,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/20/2021,0,0,0,0,2029,0,0,0,398,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/21/2021,0,0,0,0,2103,0,0,0,413,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/22/2021,0,0,0,0,2177,0,0,0,427,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/23/2021,0,0,0,0,2344,0,0,0,460,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/24/2021,0,0,0,0,2510,0,0,0,493,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/25/2021,48128,45707,2421,0,2677,0,0,0,526,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/26/2021,0,0,0,0,2490,0,0,0,489,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/27/2021,0,0,0,0,2303,0,0,0,452,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/28/2021,0,0,0,0,2116,0,0,0,415,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/29/2021,0,0,0,0,1929,0,0,0,379,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/30/2021,0,0,0,0,1742,0,0,0,342,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,1/31/2021,0,0,0,0,1555,0,0,0,305,Pfizer/BioNTech,National Health Commission
Costa Rica,CRI,2/1/2021,57701,45863,11838,0,1368,1,0,0,269,Pfizer/BioNTech,National Health Commission
Croatia,HRV,12/30/2020,7864,7864,0,0,0,0,0,0,0,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,12/31/2020,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/1/2021,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/2/2021,0,0,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/3/2021,12285,12285,0,0,1105,0,0,0,269,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/4/2021,0,0,0,0,1036,0,0,0,252,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/5/2021,13798,13798,0,0,989,0,0,0,241,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/6/2021,0,0,0,0,1334,0,0,0,325,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/7/2021,20603,20603,0,0,1662,0,0,0,405,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/8/2021,24985,24985,0,4382,2130,0,0,0,519,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/9/2021,30000,30000,0,5015,2689,0,0,0,655,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/10/2021,0,0,0,0,2693,0,0,0,656,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/11/2021,0,0,0,0,2748,0,0,0,669,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/12/2021,0,0,0,0,2802,0,0,0,683,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/13/2021,34553,34553,0,0,2479,0,0,0,604,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/14/2021,38000,38000,0,3447,2485,0,0,0,605,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/15/2021,41532,41532,0,3532,2364,1,1,0,576,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/16/2021,45906,45906,0,4374,2272,1,1,0,553,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/17/2021,0,0,0,0,2510,0,0,0,611,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/18/2021,0,0,0,0,2747,0,0,0,669,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/19/2021,54304,54304,0,0,2984,1,1,0,727,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/20/2021,0,0,0,0,3329,0,0,0,811,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/21/2021,0,0,0,0,3343,0,0,0,814,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/22/2021,64951,0,0,0,3346,1,0,0,815,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/23/2021,0,0,0,0,2960,0,0,0,721,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/24/2021,0,0,0,0,2800,0,0,0,682,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/25/2021,69984,58077,11907,0,2640,1,1,0,643,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/26/2021,0,0,0,0,2598,0,0,0,633,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/27/2021,0,0,0,0,2448,0,0,0,596,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/28/2021,0,0,0,0,2299,0,0,0,560,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/29/2021,80000,0,0,0,2150,1,0,0,524,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/30/2021,0,0,0,0,2097,0,0,0,511,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,1/31/2021,0,0,0,0,2045,0,0,0,498,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,2/1/2021,83928,58829,25099,0,1992,2,1,0,485,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,2/2/2021,0,0,0,0,1920,0,0,0,468,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,2/3/2021,87929,59064,28865,0,1848,2,1,0,450,Pfizer/BioNTech,Ministry of Health
Croatia,HRV,2/4/2021,95505,59593,35912,7576,2573,2,1,0,627,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/6/2021,3901,0,0,0,0,0,0,0,0,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/7/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/8/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/9/2021,0,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/10/2021,6035,0,0,0,534,0,0,0,610,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/11/2021,0,0,0,0,594,0,0,0,678,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/12/2021,0,0,0,0,635,0,0,0,725,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/13/2021,0,0,0,0,664,0,0,0,758,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/14/2021,0,0,0,0,708,0,0,0,808,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/15/2021,10226,0,0,0,751,1,0,0,857,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/16/2021,0,0,0,0,821,0,0,0,937,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/17/2021,0,0,0,0,891,0,0,0,1017,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/18/2021,0,0,0,0,917,0,0,0,1047,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/19/2021,0,0,0,0,943,0,0,0,1077,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/20/2021,0,0,0,0,969,0,0,0,1106,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/21/2021,0,0,0,0,996,0,0,0,1137,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/22/2021,17379,15322,2057,0,1022,1,1,0,1167,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/23/2021,0,0,0,0,1035,0,0,0,1182,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/24/2021,0,0,0,0,1048,0,0,0,1196,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/25/2021,0,0,0,0,1061,0,0,0,1211,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/26/2021,0,0,0,0,1074,0,0,0,1226,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/27/2021,0,0,0,0,1087,0,0,0,1241,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/28/2021,0,0,0,0,1100,0,0,0,1256,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/29/2021,25168,19617,5551,0,1113,2,2,0,1271,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/30/2021,0,0,0,0,1110,0,0,0,1267,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,1/31/2021,0,0,0,0,1108,0,0,0,1265,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,2/1/2021,0,0,0,0,1105,0,0,0,1262,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,2/2/2021,0,0,0,0,1103,0,0,0,1259,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,2/3/2021,0,0,0,0,1100,0,0,0,1256,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,2/4/2021,0,0,0,0,1098,0,0,0,1254,Pfizer/BioNTech,Ministry of Health
Cyprus,CYP,2/5/2021,32837,22813,10024,0,1096,3,2,1,1251,Pfizer/BioNTech,Ministry of Health
Czechia,CZE,12/27/2020,1257,1257,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,12/28/2020,3540,3540,0,2283,2283,0,0,0,213,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,12/29/2020,6997,6997,0,3457,2870,0,0,0,268,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,12/30/2020,10460,10460,0,3463,3068,0,0,0,286,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,12/31/2020,11764,11764,0,1304,2627,0,0,0,245,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/1/2021,12026,12026,0,262,2154,0,0,0,201,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/2/2021,13282,13282,0,1256,2004,0,0,0,187,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/3/2021,14197,14197,0,915,1849,0,0,0,173,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/4/2021,17763,17763,0,3566,2032,0,0,0,190,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/5/2021,22267,22267,0,4504,2181,0,0,0,204,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/6/2021,28064,28064,0,5797,2515,0,0,0,235,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/7/2021,35988,35988,0,7924,3461,0,0,0,323,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/8/2021,45921,45921,0,9933,4842,0,0,0,452,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/9/2021,47911,47911,0,1990,4947,0,0,0,462,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/10/2021,49622,49622,0,1711,5061,0,0,0,473,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/11/2021,59353,59353,0,9731,5941,0,0,0,555,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/12/2021,72693,72693,0,13340,7204,0,0,0,673,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/13/2021,86136,86136,0,13443,8296,0,0,0,775,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/14/2021,101161,101161,0,15025,9310,0,0,0,869,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/15/2021,114833,114833,0,13672,9845,1,1,0,919,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/16/2021,118147,118147,0,3314,10034,1,1,0,937,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/17/2021,121203,120581,622,3056,10226,1,1,0,955,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/18/2021,134956,132562,2394,13753,10800,1,1,0,1008,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/19/2021,149624,144547,5077,14668,10990,1,1,0,1026,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/20/2021,165108,157464,7644,15484,11282,1,1,0,1054,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/21/2021,181691,172342,9349,16583,11504,1,1,0,1074,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/22/2021,196984,186640,10344,15293,11736,1,1,0,1096,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/23/2021,200637,189457,11180,3653,11784,1,1,0,1100,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/24/2021,203693,191659,12034,3056,11784,1,1,0,1100,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/25/2021,216049,201111,14938,12356,11585,2,1,0,1082,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/26/2021,230238,211372,18866,14189,11516,2,1,0,1075,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/27/2021,243477,220155,23322,13239,11196,2,2,0,1045,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/28/2021,256504,227148,29356,13027,10688,2,2,0,998,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/29/2021,270207,233148,37059,13703,10460,2,2,0,977,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/30/2021,271988,233862,38126,1781,10193,2,2,0,952,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,1/31/2021,273803,234557,39246,1815,10016,2,2,0,935,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/1/2021,285086,238208,46878,11283,9862,2,2,0,921,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/2/2021,298848,242144,56704,13762,9801,2,2,0,915,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/3/2021,313790,246370,67420,14942,10045,2,2,0,938,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/4/2021,330701,250705,79996,16911,10600,3,2,0,990,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/5/2021,344526,254830,89696,13825,10617,3,2,0,991,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/6/2021,347072,255643,91429,2546,10726,3,2,0,1002,"Moderna, Pfizer/BioNTech",Ministry of Health
Czechia,CZE,2/7/2021,349696,256440,93256,2624,10842,3,2,0,1012,"Moderna, Pfizer/BioNTech",Ministry of Health
Denmark,DNK,12/27/2020,6647,6647,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,12/28/2020,8653,8653,0,2006,2006,0,0,0,346,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,12/29/2020,17785,17785,0,9132,5569,0,0,0,961,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,12/30/2020,29446,29446,0,11661,7600,0,0,0,1312,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,12/31/2020,35789,35789,0,6343,7286,0,0,0,1258,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/1/2021,38176,38176,0,2387,6306,0,0,0,1089,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/2/2021,47246,47246,0,9070,6766,0,0,0,1168,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/3/2021,53388,53388,0,6142,6677,0,0,0,1153,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/4/2021,55844,55844,0,2456,6742,0,0,0,1164,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/5/2021,69602,69602,0,13758,7402,1,1,0,1278,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/6/2021,89759,89759,0,20157,8616,1,1,0,1488,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/7/2021,107580,107580,0,17821,10256,1,1,0,1771,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/8/2021,116192,116192,0,8612,11145,2,2,0,1924,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/9/2021,118100,118100,0,1908,10122,2,2,0,1748,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/10/2021,118916,118916,0,816,9361,2,2,0,1616,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/11/2021,119575,119575,0,659,9104,2,2,0,1572,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/12/2021,120036,120036,0,461,7205,2,2,0,1244,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/13/2021,132771,132771,0,12735,6145,2,2,0,1061,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/14/2021,150717,150717,0,17946,6162,2,2,0,1064,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/15/2021,165941,165936,5,15224,7107,2,2,0,1227,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/16/2021,170555,170543,12,4614,7494,2,2,0,1294,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/17/2021,173822,173084,738,3267,7844,3,2,0,1354,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/18/2021,179859,176959,2900,6037,8612,3,3,0,1487,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/19/2021,184478,179451,5027,4619,9206,3,3,0,1589,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/20/2021,187914,180972,6942,3436,7878,3,3,0,1360,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/21/2021,191826,182501,9325,3912,5873,3,3,0,1014,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/22/2021,198209,183160,15049,6383,4610,3,3,0,796,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/23/2021,206165,183944,22221,7956,5087,3,3,0,878,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/24/2021,213438,184563,28875,7273,5659,3,3,0,977,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/25/2021,216156,184808,31348,2718,5185,3,3,0,895,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/26/2021,218143,185024,33119,1987,4809,3,3,0,830,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/27/2021,222765,185237,37528,4622,4979,3,3,0,860,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/28/2021,231172,185481,45691,8407,5621,3,3,0,970,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/29/2021,250402,186602,63800,19230,7456,4,3,1,1287,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/30/2021,264752,187841,76911,14350,8370,4,3,1,1445,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,1/31/2021,278333,189093,89240,13581,9271,4,3,1,1601,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/1/2021,286799,189839,96960,8466,10092,4,3,1,1742,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/2/2021,291820,191890,99930,5021,10525,5,3,1,1817,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/3/2021,299583,193447,106136,7763,10974,5,3,1,1895,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/4/2021,311827,194879,116948,12244,11522,5,3,2,1989,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/5/2021,326508,196469,130039,14681,10872,5,3,2,1877,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/6/2021,332835,197377,135458,6327,9726,5,3,2,1679,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Denmark,DNK,2/7/2021,333882,197710,136172,1047,7936,5,3,2,1370,"Moderna, Pfizer/BioNTech",Statens Serum Institut
Ecuador,ECU,1/21/2021,0,0,0,0,0,0,0,0,0,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/22/2021,108,108,0,108,108,0,0,0,6,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/23/2021,0,0,0,0,294,0,0,0,17,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/24/2021,0,0,0,0,355,0,0,0,20,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/25/2021,0,0,0,0,386,0,0,0,22,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/26/2021,0,0,0,0,405,0,0,0,23,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/27/2021,0,0,0,0,417,0,0,0,24,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/28/2021,2982,2982,0,0,426,0,0,0,24,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/29/2021,0,0,0,0,477,0,0,0,27,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/30/2021,0,0,0,0,475,0,0,0,27,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,1/31/2021,0,0,0,0,472,0,0,0,27,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,2/1/2021,0,0,0,0,470,0,0,0,27,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,2/2/2021,0,0,0,0,468,0,0,0,27,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,2/3/2021,0,0,0,0,466,0,0,0,26,Pfizer/BioNTech,Government of Ecuador
Ecuador,ECU,2/4/2021,6228,6228,0,0,464,0,0,0,26,Pfizer/BioNTech,Government of Ecuador
Egypt,EGY,1/24/2021,0,0,0,0,0,0,0,0,0,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/25/2021,0,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/26/2021,0,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/27/2021,0,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/28/2021,0,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/29/2021,0,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
Egypt,EGY,1/30/2021,1315,0,0,0,219,0,0,0,2,Sinopharm/Beijing,Ministry of Health
England,0,12/13/2020,55295,55295,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/14/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/15/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/16/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/17/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/18/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/19/2020,0,0,0,0,74002,0,0,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/20/2020,573306,573306,0,0,74002,1,1,0,1315,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/21/2020,0,0,0,0,68880,0,0,0,1224,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/22/2020,0,0,0,0,63758,0,0,0,1133,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/23/2020,0,0,0,0,58636,0,0,0,1042,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/24/2020,0,0,0,0,53514,0,0,0,951,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/25/2020,0,0,0,0,48393,0,0,0,860,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/26/2020,0,0,0,0,43271,0,0,0,769,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/27/2020,840349,840349,0,0,38149,1,1,0,678,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/28/2020,0,0,0,0,39819,0,0,0,707,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/29/2020,0,0,0,0,41489,0,0,0,737,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/30/2020,0,0,0,0,43158,0,0,0,767,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,12/31/2020,0,0,0,0,44828,0,0,0,796,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/1/2021,0,0,0,0,46498,0,0,0,826,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/2/2021,0,0,0,0,48168,0,0,0,856,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/3/2021,1189212,1168717,20495,0,49838,2,2,0,885,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/4/2021,0,0,0,0,66076,0,0,0,1174,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/5/2021,0,0,0,0,82315,0,0,0,1462,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/6/2021,0,0,0,0,98553,0,0,0,1751,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/7/2021,0,0,0,0,114792,0,0,0,2039,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/8/2021,0,0,0,0,131030,0,0,0,2328,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/9/2021,0,0,0,0,147269,0,0,0,2616,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/10/2021,2333764,1959151,374613,0,163507,4,3,0,2905,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/11/2021,2474205,2080280,393925,140441,160212,4,3,0,2846,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/12/2021,2661850,2254556,407294,187645,163660,4,4,0,2908,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/13/2021,2910027,2494371,415656,248177,175756,5,4,0,3122,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/14/2021,3189674,2769164,420510,279647,192347,5,4,0,3417,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,0,1/15/2021,3514385,3090058,424327,324711,215377,6,5,0,3826,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
